Zone,Species,timeRad,ImageDate,Month,Day,Year,LocationName
2,Wild_pig,0.44026,5/8/2015,5,8,2015,39
2,Wild_pig,2.32158,5/8/2015,5,8,2015,45
2,Wild_pig,3.52462,5/8/2015,5,8,2015,34
2,Wild_pig,4.32282,5/8/2015,5,8,2015,14
2,Wild_pig,4.96735,5/8/2015,5,8,2015,34
2,Wild_pig,5.44703,5/8/2015,5,8,2015,26
2,Wild_pig,5.10167,5/8/2016,5,8,2016,44
2,Wild_pig,1.25802,5/9/2015,5,9,2015,6
2,Wild_pig,5.04793,5/9/2015,5,9,2015,14
2,Wild_pig,5.3887,5/9/2015,5,9,2015,47
2,Wild_pig,5.99608,5/9/2016,5,9,2016,3
2,Wild_pig,6.1477,5/9/2016,5,9,2016,42
2,Wild_pig,0.43306,5/10/2015,5,10,2015,20
2,Wild_pig,2.55458,5/10/2015,5,10,2015,23
2,Wild_pig,5.28129,5/10/2015,5,10,2015,42
2,Wild_pig,5.36427,5/10/2015,5,10,2015,8
2,Wild_pig,5.76846,5/10/2015,5,10,2015,30
2,Wild_pig,6.11811,5/10/2015,5,10,2015,18
2,Wild_pig,1.14181,5/10/2016,5,10,2016,11
2,Wild_pig,1.90757,5/10/2016,5,10,2016,35
2,Wild_pig,3.64963,5/10/2016,5,10,2016,7
2,Wild_pig,4.21686,5/10/2016,5,10,2016,7
2,Wild_pig,0.05381,5/11/2015,5,11,2015,26
2,Wild_pig,0.78162,5/11/2015,5,11,2015,20
2,Wild_pig,3.19962,5/11/2015,5,11,2015,18
2,Wild_pig,3.41256,5/11/2015,5,11,2015,30
2,Wild_pig,5.78831,5/11/2015,5,11,2015,20
2,Wild_pig,1.26202,5/11/2016,5,11,2016,23
2,Wild_pig,4.52193,5/11/2016,5,11,2016,6
2,Wild_pig,4.75435,5/11/2016,5,11,2016,23
2,Wild_pig,2.53029,5/12/2015,5,12,2015,33
2,Wild_pig,3.3991,5/12/2015,5,12,2015,33
2,Wild_pig,5.04727,5/12/2015,5,12,2015,14
2,Wild_pig,5.18952,5/12/2015,5,12,2015,26
2,Wild_pig,5.32864,5/12/2015,5,12,2015,19
2,Wild_pig,6.04422,5/12/2016,5,12,2016,10
2,Wild_pig,2.66475,5/13/2015,5,13,2015,43
2,Wild_pig,4.14196,5/13/2015,5,13,2015,45
2,Wild_pig,4.21061,5/13/2015,5,13,2015,30
2,Wild_pig,5.01535,5/13/2015,5,13,2015,34
2,Wild_pig,5.27024,5/13/2015,5,13,2015,14
2,Wild_pig,0.65108,5/14/2015,5,14,2015,11
2,Wild_pig,0.96989,5/14/2015,5,14,2015,6
2,Wild_pig,4.17039,5/14/2015,5,14,2015,34
2,Wild_pig,4.64468,5/14/2015,5,14,2015,46
2,Wild_pig,4.69159,5/14/2015,5,14,2015,15
2,Wild_pig,5.11076,5/14/2015,5,14,2015,14
2,Wild_pig,5.1224,5/14/2015,5,14,2015,39
2,Wild_pig,5.73879,5/14/2015,5,14,2015,25
2,Wild_pig,5.78104,5/14/2015,5,14,2015,42
2,Wild_pig,6.20145,5/14/2015,5,14,2015,33
2,Wild_pig,0.42833,5/14/2016,5,14,2016,20
2,Wild_pig,6.10087,5/14/2016,5,14,2016,3
2,Wild_pig,0.01629,5/15/2015,5,15,2015,14
2,Wild_pig,0.25002,5/15/2015,5,15,2015,11
2,Wild_pig,4.45161,5/15/2015,5,15,2015,33
2,Wild_pig,5.56775,5/15/2015,5,15,2015,41
2,Wild_pig,1.62323,5/15/2016,5,15,2016,39
2,Wild_pig,2.25009,5/15/2016,5,15,2016,31
2,Wild_pig,6.19388,5/15/2016,5,15,2016,11
2,Wild_pig,3.77915,5/16/2015,5,16,2015,45
2,Wild_pig,3.91521,5/16/2015,5,16,2015,33
2,Wild_pig,4.46993,5/16/2015,5,16,2015,23
2,Wild_pig,4.71443,5/16/2015,5,16,2015,34
2,Wild_pig,0.54323,5/16/2016,5,16,2016,11
2,Wild_pig,3.40179,5/16/2016,5,16,2016,34
2,Wild_pig,5.0712,5/16/2016,5,16,2016,41
2,Wild_pig,5.57916,5/16/2016,5,16,2016,43
2,Wild_pig,0.79689,5/17/2015,5,17,2015,10
2,Wild_pig,0.82889,5/17/2015,5,17,2015,41
2,Wild_pig,0.93979,5/17/2015,5,17,2015,33
2,Wild_pig,2.83892,5/17/2015,5,17,2015,35
2,Wild_pig,3.27569,5/17/2015,5,17,2015,33
2,Wild_pig,3.37001,5/17/2015,5,17,2015,35
2,Wild_pig,3.69363,5/17/2015,5,17,2015,23
2,Wild_pig,5.14421,5/17/2015,5,17,2015,15
2,Wild_pig,5.6417,5/17/2015,5,17,2015,14
2,Wild_pig,6.27911,5/17/2015,5,17,2015,8
2,Wild_pig,0.05687,5/17/2016,5,17,2016,2
2,Wild_pig,1.15621,5/17/2016,5,17,2016,26
2,Wild_pig,1.50702,5/17/2016,5,17,2016,14
2,Wild_pig,2.41095,5/17/2016,5,17,2016,20
2,Wild_pig,4.0144,5/17/2016,5,17,2016,7
2,Wild_pig,4.43183,5/17/2016,5,17,2016,7
2,Wild_pig,0.38848,5/18/2015,5,18,2015,26
2,Wild_pig,2.62592,5/18/2015,5,18,2015,38
2,Wild_pig,3.00858,5/18/2015,5,18,2015,33
2,Wild_pig,3.606,5/18/2015,5,18,2015,14
2,Wild_pig,5.44441,5/18/2015,5,18,2015,22
2,Wild_pig,5.76613,5/18/2015,5,18,2015,25
2,Wild_pig,5.86707,5/18/2015,5,18,2015,41
2,Wild_pig,4.53611,5/18/2016,5,18,2016,37
2,Wild_pig,2.33707,5/19/2015,5,19,2015,36
2,Wild_pig,3.37278,5/19/2015,5,19,2015,29
2,Wild_pig,4.83507,5/19/2015,5,19,2015,13
2,Wild_pig,5.25788,5/19/2015,5,19,2015,18
2,Wild_pig,5.65952,5/19/2015,5,19,2015,5
2,Wild_pig,6.2285,5/19/2015,5,19,2015,19
2,Wild_pig,0.35147,5/19/2016,5,19,2016,43
2,Wild_pig,2.32347,5/19/2016,5,19,2016,20
2,Wild_pig,2.66861,5/19/2016,5,19,2016,6
2,Wild_pig,0.30834,5/20/2015,5,20,2015,6
2,Wild_pig,1.28929,5/20/2015,5,20,2015,43
2,Wild_pig,3.88867,5/20/2015,5,20,2015,23
2,Wild_pig,4.53909,5/20/2015,5,20,2015,33
2,Wild_pig,4.92794,5/20/2015,5,20,2015,3
2,Wild_pig,5.22028,5/20/2015,5,20,2015,15
2,Wild_pig,5.73893,5/20/2015,5,20,2015,19
2,Wild_pig,6.00328,5/20/2015,5,20,2015,17
2,Wild_pig,0.58374,5/20/2016,5,20,2016,19
2,Wild_pig,4.76075,5/20/2016,5,20,2016,12
2,Wild_pig,0.36586,5/21/2015,5,21,2015,33
2,Wild_pig,3.39874,5/21/2015,5,21,2015,23
2,Wild_pig,3.5684,5/21/2015,5,21,2015,33
2,Wild_pig,3.93026,5/21/2015,5,21,2015,33
2,Wild_pig,4.16406,5/21/2015,5,21,2015,46
2,Wild_pig,4.41539,5/21/2015,5,21,2015,43
2,Wild_pig,4.98139,5/21/2015,5,21,2015,3
2,Wild_pig,5.30333,5/21/2015,5,21,2015,41
2,Wild_pig,5.58644,5/21/2016,5,21,2016,25
2,Wild_pig,0.88706,5/22/2015,5,22,2015,33
2,Wild_pig,1.4668,5/22/2015,5,22,2015,4
2,Wild_pig,3.82423,5/22/2015,5,22,2015,23
2,Wild_pig,4.51349,5/22/2015,5,22,2015,5
2,Wild_pig,4.55385,5/22/2015,5,22,2015,37
2,Wild_pig,4.6985,5/22/2015,5,22,2015,4
2,Wild_pig,4.94779,5/22/2015,5,22,2015,41
2,Wild_pig,5.10458,5/22/2015,5,22,2015,34
2,Wild_pig,6.11222,5/22/2015,5,22,2015,11
2,Wild_pig,5.60025,5/22/2016,5,22,2016,19
2,Wild_pig,0.05411,5/23/2015,5,23,2015,11
2,Wild_pig,0.14094,5/23/2015,5,23,2015,20
2,Wild_pig,0.38739,5/23/2015,5,23,2015,20
2,Wild_pig,1.66693,5/23/2015,5,23,2015,34
2,Wild_pig,2.37343,5/23/2015,5,23,2015,35
2,Wild_pig,3.38928,5/23/2015,5,23,2015,33
2,Wild_pig,3.91179,5/23/2015,5,23,2015,33
2,Wild_pig,4.36936,5/23/2015,5,23,2015,33
2,Wild_pig,4.53691,5/23/2015,5,23,2015,46
2,Wild_pig,4.5468,5/23/2015,5,23,2015,23
2,Wild_pig,4.6441,5/23/2015,5,23,2015,33
2,Wild_pig,4.71828,5/23/2015,5,23,2015,4
2,Wild_pig,4.91194,5/23/2015,5,23,2015,23
2,Wild_pig,4.9619,5/23/2015,5,23,2015,35
2,Wild_pig,5.20566,5/23/2015,5,23,2015,5
2,Wild_pig,5.49371,5/23/2015,5,23,2015,33
2,Wild_pig,6.21228,5/23/2015,5,23,2015,9
2,Wild_pig,3.90852,5/23/2016,5,23,2016,7
2,Wild_pig,2.28231,5/24/2015,5,24,2015,35
2,Wild_pig,2.4732,5/24/2015,5,24,2015,35
2,Wild_pig,4.05207,5/24/2015,5,24,2015,4
2,Wild_pig,4.07622,5/24/2015,5,24,2015,33
2,Wild_pig,4.18254,5/24/2015,5,24,2015,27
2,Wild_pig,4.34158,5/24/2015,5,24,2015,33
2,Wild_pig,4.61952,5/24/2015,5,24,2015,5
2,Wild_pig,5.05462,5/24/2015,5,24,2015,6
2,Wild_pig,5.8366,5/24/2015,5,24,2015,22
2,Wild_pig,1.34056,5/24/2016,5,24,2016,11
2,Wild_pig,0.12625,5/25/2015,5,25,2015,25
2,Wild_pig,1.2306,5/25/2015,5,25,2015,46
2,Wild_pig,2.9115,5/25/2015,5,25,2015,20
2,Wild_pig,3.36325,5/25/2015,5,25,2015,29
2,Wild_pig,4.35707,5/25/2015,5,25,2015,40
2,Wild_pig,4.5108,5/25/2015,5,25,2015,4
2,Wild_pig,5.23075,5/25/2015,5,25,2015,27
2,Wild_pig,5.7177,5/25/2015,5,25,2015,12
2,Wild_pig,6.04684,5/25/2015,5,25,2015,4
2,Wild_pig,4.64359,5/25/2016,5,25,2016,30
2,Wild_pig,3.63741,5/26/2015,5,26,2015,29
2,Wild_pig,4.55095,5/26/2015,5,26,2015,43
2,Wild_pig,5.02582,5/26/2015,5,26,2015,41
2,Wild_pig,5.05753,5/26/2015,5,26,2015,43
2,Wild_pig,0.56272,5/26/2016,5,26,2016,11
2,Wild_pig,1.15555,5/26/2016,5,26,2016,3
2,Wild_pig,1.24493,5/26/2016,5,26,2016,47
2,Wild_pig,4.7598,5/26/2016,5,26,2016,30
2,Wild_pig,1.96168,5/27/2015,5,27,2015,35
2,Wild_pig,2.93201,5/27/2015,5,27,2015,35
2,Wild_pig,3.66745,5/27/2015,5,27,2015,35
2,Wild_pig,4.43924,5/27/2015,5,27,2015,46
2,Wild_pig,5.43241,5/27/2015,5,27,2015,8
2,Wild_pig,5.72919,5/27/2015,5,27,2015,20
2,Wild_pig,6.26493,5/27/2015,5,27,2015,39
2,Wild_pig,0.79383,5/27/2016,5,27,2016,43
2,Wild_pig,0.40426,5/28/2015,5,28,2015,8
2,Wild_pig,1.19373,5/28/2015,5,28,2015,33
2,Wild_pig,4.43139,5/28/2015,5,28,2015,2
2,Wild_pig,4.78824,5/28/2015,5,28,2015,2
2,Wild_pig,5.06953,5/28/2015,5,28,2015,11
2,Wild_pig,5.14785,5/28/2015,5,28,2015,41
2,Wild_pig,6.05266,5/28/2015,5,28,2015,8
2,Wild_pig,5.77493,5/28/2016,5,28,2016,3
2,Wild_pig,0.45102,5/29/2015,5,29,2015,20
2,Wild_pig,0.47458,5/29/2015,5,29,2015,12
2,Wild_pig,4.67741,5/29/2015,5,29,2015,15
2,Wild_pig,5.2205,5/29/2015,5,29,2015,12
2,Wild_pig,5.53975,5/29/2015,5,29,2015,41
2,Wild_pig,6.13367,5/29/2015,5,29,2015,20
2,Wild_pig,0.23613,5/29/2016,5,29,2016,20
2,Wild_pig,4.01928,5/29/2016,5,29,2016,19
2,Wild_pig,5.94903,5/29/2016,5,29,2016,3
2,Wild_pig,4.11803,5/30/2015,5,30,2015,33
2,Wild_pig,4.77835,5/30/2015,5,30,2015,33
2,Wild_pig,5.19897,5/30/2015,5,30,2015,41
2,Wild_pig,5.24646,5/30/2015,5,30,2015,35
2,Wild_pig,5.45561,5/30/2015,5,30,2015,44
2,Wild_pig,5.63349,5/30/2015,5,30,2015,43
2,Wild_pig,1.06043,5/30/2016,5,30,2016,25
2,Wild_pig,5.62498,5/30/2016,5,30,2016,25
2,Wild_pig,1.68046,5/31/2015,5,31,2015,34
2,Wild_pig,4.02131,5/31/2015,5,31,2015,29
2,Wild_pig,4.36914,5/31/2016,5,31,2016,30
2,Wild_pig,0.55538,6/1/2015,6,1,2015,22
2,Wild_pig,1.00116,6/1/2015,6,1,2015,6
2,Wild_pig,1.14857,6/1/2015,6,1,2015,27
2,Wild_pig,1.37939,6/1/2015,6,1,2015,3
2,Wild_pig,2.63916,6/1/2015,6,1,2015,19
2,Wild_pig,5.25744,6/1/2015,6,1,2015,23
2,Wild_pig,5.85522,6/1/2015,6,1,2015,13
2,Wild_pig,6.1581,6/1/2015,6,1,2015,43
2,Wild_pig,0.37728,6/1/2016,6,1,2016,3
2,Wild_pig,3.03425,6/2/2015,6,2,2015,39
2,Wild_pig,5.34413,6/2/2015,6,2,2015,41
2,Wild_pig,5.63,6/2/2015,6,2,2015,13
2,Wild_pig,6.23279,6/2/2015,6,2,2015,41
2,Wild_pig,0.34667,6/2/2016,6,2,2016,7
2,Wild_pig,5.05098,6/2/2016,6,2,2016,2
2,Wild_pig,0.03323,6/3/2015,6,3,2015,8
2,Wild_pig,0.46535,6/3/2015,6,3,2015,13
2,Wild_pig,3.4015,6/3/2015,6,3,2015,13
2,Wild_pig,4.23635,6/3/2015,6,3,2015,5
2,Wild_pig,4.29024,6/3/2015,6,3,2015,21
2,Wild_pig,5.62738,6/3/2015,6,3,2015,28
2,Wild_pig,6.15789,6/3/2015,6,3,2015,22
2,Wild_pig,0.56374,6/3/2016,6,3,2016,3
2,Wild_pig,0.72875,6/3/2016,6,3,2016,19
2,Wild_pig,1.01295,6/3/2016,6,3,2016,43
2,Wild_pig,4.92008,6/3/2016,6,3,2016,32
2,Wild_pig,5.15963,6/3/2016,6,3,2016,10
2,Wild_pig,5.2061,6/3/2016,6,3,2016,11
2,Wild_pig,0.56425,6/4/2015,6,4,2015,7
2,Wild_pig,2.37779,6/4/2015,6,4,2015,3
2,Wild_pig,4.81914,6/4/2015,6,4,2015,21
2,Wild_pig,5.55873,6/4/2015,6,4,2015,6
2,Wild_pig,5.7337,6/4/2015,6,4,2015,4
2,Wild_pig,6.19177,6/4/2015,6,4,2015,8
2,Wild_pig,3.05491,6/4/2016,6,4,2016,11
2,Wild_pig,3.09251,6/4/2016,6,4,2016,30
2,Wild_pig,4.20792,6/4/2016,6,4,2016,30
2,Wild_pig,5.15665,6/4/2016,6,4,2016,2
2,Wild_pig,1.66483,6/5/2015,6,5,2015,33
2,Wild_pig,1.78344,6/5/2015,6,5,2015,35
2,Wild_pig,2.19657,6/5/2015,6,5,2015,35
2,Wild_pig,3.02727,6/5/2015,6,5,2015,36
2,Wild_pig,5.01193,6/5/2015,6,5,2015,41
2,Wild_pig,5.17054,6/5/2015,6,5,2015,5
2,Wild_pig,5.22661,6/5/2015,6,5,2015,2
2,Wild_pig,5.34805,6/5/2015,6,5,2015,13
2,Wild_pig,3.71028,6/5/2016,6,5,2016,30
2,Wild_pig,5.21432,6/5/2016,6,5,2016,3
2,Wild_pig,5.78031,6/5/2016,6,5,2016,9
2,Wild_pig,5.97397,6/5/2016,6,5,2016,38
2,Wild_pig,6.19141,6/5/2016,6,5,2016,38
2,Wild_pig,0.3423,6/6/2015,6,6,2015,41
2,Wild_pig,0.63312,6/6/2015,6,6,2015,47
2,Wild_pig,0.90488,6/6/2016,6,6,2016,17
2,Wild_pig,5.096,6/6/2016,6,6,2016,37
2,Wild_pig,1.06087,6/7/2015,6,7,2015,43
2,Wild_pig,1.38397,6/7/2015,6,7,2015,35
2,Wild_pig,2.04262,6/7/2015,6,7,2015,35
2,Wild_pig,2.1725,6/7/2015,6,7,2015,33
2,Wild_pig,5.36536,6/7/2015,6,7,2015,41
2,Wild_pig,5.39081,6/7/2015,6,7,2015,20
2,Wild_pig,5.57778,6/7/2015,6,7,2015,42
2,Wild_pig,6.26362,6/7/2015,6,7,2015,6
2,Wild_pig,0.2418,6/7/2016,6,7,2016,25
2,Wild_pig,0.27089,6/7/2016,6,7,2016,2
2,Wild_pig,1.11737,6/7/2016,6,7,2016,9
2,Wild_pig,1.8126,6/7/2016,6,7,2016,7
2,Wild_pig,3.98139,6/7/2016,6,7,2016,30
2,Wild_pig,5.17039,6/7/2016,6,7,2016,44
2,Wild_pig,5.38892,6/7/2016,6,7,2016,3
2,Wild_pig,6.01688,6/7/2016,6,7,2016,46
2,Wild_pig,0.12406,6/8/2015,6,8,2015,37
2,Wild_pig,0.32558,6/8/2015,6,8,2015,5
2,Wild_pig,0.48411,6/8/2015,6,8,2015,44
2,Wild_pig,0.68359,6/8/2015,6,8,2015,43
2,Wild_pig,1.13148,6/8/2015,6,8,2015,33
2,Wild_pig,1.5764,6/8/2015,6,8,2015,35
2,Wild_pig,5.29707,6/8/2015,6,8,2015,41
2,Wild_pig,5.47328,6/8/2015,6,8,2015,26
2,Wild_pig,5.70672,6/8/2015,6,8,2015,7
2,Wild_pig,5.91085,6/8/2015,6,8,2015,43
2,Wild_pig,6.20545,6/8/2015,6,8,2015,1
2,Wild_pig,0.74562,6/8/2016,6,8,2016,10
2,Wild_pig,2.67159,6/8/2016,6,8,2016,33
2,Wild_pig,5.56142,6/8/2016,6,8,2016,26
2,Wild_pig,0.29518,6/9/2015,6,9,2015,38
2,Wild_pig,3.96582,6/9/2015,6,9,2015,35
2,Wild_pig,5.01608,6/9/2015,6,9,2015,25
2,Wild_pig,5.3882,6/9/2015,6,9,2015,42
2,Wild_pig,5.89536,6/9/2015,6,9,2015,20
2,Wild_pig,5.94859,6/9/2015,6,9,2015,42
2,Wild_pig,1.53087,6/9/2016,6,9,2016,33
2,Wild_pig,3.86001,6/9/2016,6,9,2016,30
2,Wild_pig,4.88685,6/9/2016,6,9,2016,30
2,Wild_pig,0.66621,6/10/2015,6,10,2015,41
2,Wild_pig,1.07178,6/10/2015,6,10,2015,33
2,Wild_pig,1.32849,6/10/2015,6,10,2015,23
2,Wild_pig,1.68279,6/10/2015,6,10,2015,36
2,Wild_pig,2.01236,6/10/2015,6,10,2015,8
2,Wild_pig,5.13389,6/10/2015,6,10,2015,4
2,Wild_pig,5.71639,6/10/2015,6,10,2015,12
2,Wild_pig,2.9856,6/10/2016,6,10,2016,4
2,Wild_pig,3.15403,6/10/2016,6,10,2016,6
2,Wild_pig,0.21308,6/11/2015,6,11,2015,42
2,Wild_pig,0.23686,6/11/2015,6,11,2015,5
2,Wild_pig,0.93113,6/11/2015,6,11,2015,6
2,Wild_pig,3.39481,6/11/2015,6,11,2015,5
2,Wild_pig,3.89739,6/11/2015,6,11,2015,35
2,Wild_pig,4.45801,6/11/2015,6,11,2015,33
2,Wild_pig,4.47481,6/11/2015,6,11,2015,23
2,Wild_pig,4.82409,6/11/2015,6,11,2015,33
2,Wild_pig,5.07767,6/11/2015,6,11,2015,35
2,Wild_pig,5.24828,6/11/2015,6,11,2015,34
2,Wild_pig,0.79391,6/11/2016,6,11,2016,16
2,Wild_pig,1.2258,6/11/2016,6,11,2016,19
2,Wild_pig,3.78649,6/11/2016,6,11,2016,18
2,Wild_pig,5.55037,6/11/2016,6,11,2016,29
2,Wild_pig,5.84191,6/11/2016,6,11,2016,38
2,Wild_pig,6.05047,6/11/2016,6,11,2016,9
2,Wild_pig,6.13076,6/11/2016,6,11,2016,10
2,Wild_pig,0.6193,6/12/2015,6,12,2015,22
2,Wild_pig,0.71893,6/12/2015,6,12,2015,41
2,Wild_pig,0.80016,6/12/2015,6,12,2015,46
2,Wild_pig,4.53422,6/12/2015,6,12,2015,26
2,Wild_pig,5.80584,6/12/2015,6,12,2015,33
2,Wild_pig,0.37728,6/12/2016,6,12,2016,3
2,Wild_pig,1.11556,6/12/2016,6,12,2016,9
2,Wild_pig,2.77311,6/12/2016,6,12,2016,30
2,Wild_pig,3.93317,6/12/2016,6,12,2016,30
2,Wild_pig,4.03949,6/12/2016,6,12,2016,11
2,Wild_pig,4.21032,6/12/2016,6,12,2016,11
2,Wild_pig,4.92226,6/12/2016,6,12,2016,6
2,Wild_pig,4.93841,6/12/2016,6,12,2016,30
2,Wild_pig,5.12581,6/12/2016,6,12,2016,10
2,Wild_pig,5.53662,6/12/2016,6,12,2016,3
2,Wild_pig,5.71508,6/12/2016,6,12,2016,3
2,Wild_pig,0.27773,6/13/2015,6,13,2015,36
2,Wild_pig,0.47662,6/13/2015,6,13,2015,24
2,Wild_pig,5.14087,6/13/2015,6,13,2015,38
2,Wild_pig,6.19308,6/13/2015,6,13,2015,29
2,Wild_pig,0.16159,6/13/2016,6,13,2016,16
2,Wild_pig,3.59778,6/13/2016,6,13,2016,30
2,Wild_pig,4.66883,6/13/2016,6,13,2016,34
2,Wild_pig,5.04022,6/13/2016,6,13,2016,33
2,Wild_pig,5.20101,6/13/2016,6,13,2016,46
2,Wild_pig,5.37045,6/13/2016,6,13,2016,25
2,Wild_pig,6.13992,6/13/2016,6,13,2016,2
2,Wild_pig,0.34528,6/14/2015,6,14,2015,29
2,Wild_pig,0.65101,6/14/2015,6,14,2015,29
2,Wild_pig,1.01673,6/14/2015,6,14,2015,23
2,Wild_pig,1.07265,6/14/2015,6,14,2015,22
2,Wild_pig,1.18733,6/14/2015,6,14,2015,8
2,Wild_pig,1.19541,6/14/2015,6,14,2015,12
2,Wild_pig,1.77042,6/14/2015,6,14,2015,6
2,Wild_pig,3.37023,6/14/2015,6,14,2015,36
2,Wild_pig,4.819,6/14/2015,6,14,2015,11
2,Wild_pig,4.98837,6/14/2015,6,14,2015,11
2,Wild_pig,5.57102,6/14/2015,6,14,2015,42
2,Wild_pig,5.77959,6/14/2015,6,14,2015,10
2,Wild_pig,6.15265,6/14/2015,6,14,2015,12
2,Wild_pig,5.26966,6/14/2016,6,14,2016,41
2,Wild_pig,5.27606,6/14/2016,6,14,2016,46
2,Wild_pig,5.4167,6/14/2016,6,14,2016,43
2,Wild_pig,0.27533,6/15/2015,6,15,2015,37
2,Wild_pig,0.33998,6/15/2015,6,15,2015,33
2,Wild_pig,4.52317,6/15/2015,6,15,2015,2
2,Wild_pig,5.81631,6/15/2015,6,15,2015,45
2,Wild_pig,6.18101,6/15/2015,6,15,2015,6
2,Wild_pig,0.52578,6/15/2016,6,15,2016,29
2,Wild_pig,5.09258,6/15/2016,6,15,2016,26
2,Wild_pig,1.69239,6/16/2015,6,16,2015,35
2,Wild_pig,4.24522,6/16/2015,6,16,2015,26
2,Wild_pig,5.80351,6/16/2015,6,16,2015,14
2,Wild_pig,1.5004,6/16/2016,6,16,2016,29
2,Wild_pig,5.02059,6/16/2016,6,16,2016,43
2,Wild_pig,6.17468,6/16/2016,6,16,2016,41
2,Wild_pig,0.08814,6/17/2015,6,17,2015,38
2,Wild_pig,0.21286,6/17/2015,6,17,2015,4
2,Wild_pig,0.38674,6/17/2015,6,17,2015,17
2,Wild_pig,0.85143,6/17/2015,6,17,2015,17
2,Wild_pig,0.92335,6/17/2015,6,17,2015,33
2,Wild_pig,4.22501,6/17/2015,6,17,2015,29
2,Wild_pig,5.50782,6/17/2015,6,17,2015,12
2,Wild_pig,5.53924,6/17/2015,6,17,2015,11
2,Wild_pig,0.33743,6/17/2016,6,17,2016,38
2,Wild_pig,0.35496,6/17/2016,6,17,2016,43
2,Wild_pig,3.20784,6/17/2016,6,17,2016,30
2,Wild_pig,5.07825,6/17/2016,6,17,2016,33
2,Wild_pig,5.99564,6/17/2016,6,17,2016,38
2,Wild_pig,0.20457,6/18/2015,6,18,2015,24
2,Wild_pig,0.71239,6/18/2015,6,18,2015,28
2,Wild_pig,1.24871,6/18/2015,6,18,2015,11
2,Wild_pig,1.40492,6/18/2015,6,18,2015,3
2,Wild_pig,5.03986,6/18/2015,6,18,2015,34
2,Wild_pig,5.20377,6/18/2015,6,18,2015,41
2,Wild_pig,5.33511,6/18/2015,6,18,2015,11
2,Wild_pig,6.05513,6/18/2015,6,18,2015,38
2,Wild_pig,5.34129,6/18/2016,6,18,2016,46
2,Wild_pig,0.4351,6/19/2015,6,19,2015,41
2,Wild_pig,1.14014,6/19/2015,6,19,2015,13
2,Wild_pig,5.0288,6/19/2015,6,19,2015,39
2,Wild_pig,5.52564,6/19/2015,6,19,2015,42
2,Wild_pig,0.00756,6/19/2016,6,19,2016,33
2,Wild_pig,0.55261,6/19/2016,6,19,2016,25
2,Wild_pig,2.36659,6/19/2016,6,19,2016,2
2,Wild_pig,4.2469,6/19/2016,6,19,2016,30
2,Wild_pig,5.44848,6/19/2016,6,19,2016,19
2,Wild_pig,5.53102,6/19/2016,6,19,2016,2
2,Wild_pig,5.9907,6/19/2016,6,19,2016,11
2,Wild_pig,6.22014,6/19/2016,6,19,2016,43
2,Wild_pig,0.34201,6/20/2015,6,20,2015,12
2,Wild_pig,0.66126,6/20/2015,6,20,2015,6
2,Wild_pig,4.55255,6/20/2015,6,20,2015,33
2,Wild_pig,5.31096,6/20/2015,6,20,2015,18
2,Wild_pig,5.39423,6/20/2015,6,20,2015,35
2,Wild_pig,0.06225,6/20/2016,6,20,2016,46
2,Wild_pig,0.2426,6/20/2016,6,20,2016,21
2,Wild_pig,1.17264,6/20/2016,6,20,2016,33
2,Wild_pig,5.01004,6/20/2016,6,20,2016,18
2,Wild_pig,5.11469,6/20/2016,6,20,2016,2
2,Wild_pig,5.27708,6/20/2016,6,20,2016,43
2,Wild_pig,6.13105,6/20/2016,6,20,2016,12
