Zone,Species,timeRad,ImageDate,Month,Day,Year,LocationName,
2,Wild_pig,3.7129,9/5/2015,9,5,2015,14:10,7
2,Wild_pig,5.0104,9/5/2015,9,5,2015,19:08,4
2,Wild_pig,5.56353,9/5/2015,9,5,2015,21:15,10
2,Wild_pig,0.77704,9/5/2016,9,5,2016,2:58:05,41
2,Wild_pig,0.88154,9/5/2016,9,5,2016,3:22:02,18
2,Wild_pig,4.51335,9/5/2016,9,5,2016,5:14:23,13
2,Wild_pig,5.08211,9/5/2016,9,5,2016,7:24:44,29
2,Wild_pig,5.19294,9/5/2016,9,5,2016,7:50:08,41
2,Wild_pig,5.55037,9/5/2016,9,5,2016,9:12:03,29
2,Wild_pig,5.63465,9/5/2016,9,5,2016,9:31:22,11
2,Wild_pig,5.74759,9/5/2016,9,5,2016,9:57:15,29
2,Wild_pig,0.42666,9/6/2015,9,6,2015,1:37,7
2,Wild_pig,0.68359,9/6/2015,9,6,2015,2:36,8
2,Wild_pig,0.72867,9/6/2015,9,6,2015,2:47,6
2,Wild_pig,2.48768,9/6/2015,9,6,2015,9:30,7
2,Wild_pig,0.02807,9/6/2016,9,6,2016,12:06:26,41
2,Wild_pig,0.66773,9/6/2016,9,6,2016,2:33:02,7
2,Wild_pig,0.71442,9/6/2016,9,6,2016,2:43:44,28
2,Wild_pig,0.90074,9/6/2016,9,6,2016,3:26:26,40
2,Wild_pig,2.27424,9/6/2016,9,6,2016,8:41:13,39
2,Wild_pig,2.90314,9/6/2016,9,6,2016,11:05:21,7
2,Wild_pig,4.47997,9/6/2016,9,6,2016,5:06:44,29
2,Wild_pig,4.69806,9/6/2016,9,6,2016,5:56:43,6
2,Wild_pig,4.89448,9/6/2016,9,6,2016,6:41:44,33
2,Wild_pig,5.83507,9/6/2016,9,6,2016,10:17:18,30
2,Wild_pig,5.92736,9/6/2016,9,6,2016,10:38:27,7
2,Wild_pig,0.30572,9/7/2015,9,7,2015,1:10,8
2,Wild_pig,4.52557,9/7/2015,9,7,2015,17:17,8
2,Wild_pig,0.06763,9/7/2016,9,7,2016,12:15:30,17
2,Wild_pig,0.6881,9/7/2016,9,7,2016,2:37:42,28
2,Wild_pig,1.34928,9/7/2016,9,7,2016,5:09:14,30
2,Wild_pig,1.60447,9/7/2016,9,7,2016,6:07:43,29
2,Wild_pig,3.66934,9/7/2016,9,7,2016,2:00:57,29
2,Wild_pig,5.06051,9/7/2016,9,7,2016,7:19:47,17
2,Wild_pig,5.30609,9/7/2016,9,7,2016,8:16:04,41
2,Wild_pig,6.09273,9/7/2016,9,7,2016,11:16:21,6
2,Wild_pig,0.25504,9/8/2016,9,8,2016,12:58:27,41
2,Wild_pig,0.88168,9/8/2016,9,8,2016,3:22:04,7
2,Wild_pig,1.60439,9/8/2016,9,8,2016,6:07:42,20
2,Wild_pig,2.48113,9/8/2016,9,8,2016,9:28:38,7
2,Wild_pig,4.26849,9/8/2016,9,8,2016,4:18:16,7
2,Wild_pig,5.05615,9/8/2016,9,8,2016,7:18:47,28
2,Wild_pig,5.05862,9/8/2016,9,8,2016,7:19:21,30
2,Wild_pig,5.07622,9/8/2016,9,8,2016,7:23:23,20
2,Wild_pig,5.42128,9/8/2016,9,8,2016,8:42:28,6
2,Wild_pig,6.11432,9/8/2016,9,8,2016,11:21:18,18
2,Wild_pig,6.24101,9/8/2016,9,8,2016,11:50:20,43
2,Wild_pig,0.83841,9/9/2015,9,9,2015,3:12,8
2,Wild_pig,1.31103,9/9/2015,9,9,2015,5:00,6
2,Wild_pig,3.74482,9/9/2015,9,9,2015,14:18,10
2,Wild_pig,0.13054,9/9/2016,9,9,2016,12:29:55,39
2,Wild_pig,0.22391,9/9/2016,9,9,2016,12:51:19,28
2,Wild_pig,0.34434,9/9/2016,9,9,2016,1:18:55,38
2,Wild_pig,0.53938,9/9/2016,9,9,2016,2:03:37,41
2,Wild_pig,0.5881,9/9/2016,9,9,2016,2:14:47,38
2,Wild_pig,1.06203,9/9/2016,9,9,2016,4:03:24,19
2,Wild_pig,1.2738,9/9/2016,9,9,2016,4:51:56,46
2,Wild_pig,4.32769,9/9/2016,9,9,2016,4:31:50,11
2,Wild_pig,4.68483,9/9/2016,9,9,2016,5:53:41,30
2,Wild_pig,5.24377,9/9/2016,9,9,2016,8:01:47,16
2,Wild_pig,5.7934,9/9/2016,9,9,2016,10:07:45,6
2,Wild_pig,5.90954,9/9/2016,9,9,2016,10:34:22,30
2,Wild_pig,6.09142,9/9/2016,9,9,2016,11:16:03,18
2,Wild_pig,0.26274,9/10/2015,9,10,2015,1:00,37
2,Wild_pig,1.86227,9/10/2015,9,10,2015,7:06,3
2,Wild_pig,2.01171,9/10/2015,9,10,2015,7:41,37
2,Wild_pig,3.06778,9/10/2015,9,10,2015,11:43,5
2,Wild_pig,5.84722,9/10/2015,9,10,2015,22:20,6
2,Wild_pig,0.49066,9/10/2016,9,10,2016,1:52:27,4
2,Wild_pig,0.50455,9/10/2016,9,10,2016,1:55:38,28
2,Wild_pig,0.65566,9/10/2016,9,10,2016,2:30:16,7
2,Wild_pig,1.56563,9/10/2016,9,10,2016,5:58:49,30
2,Wild_pig,3.12181,9/10/2016,9,10,2016,11:55:28,13
2,Wild_pig,4.64214,9/10/2016,9,10,2016,5:43:54,17
2,Wild_pig,4.83791,9/10/2016,9,10,2016,6:28:46,6
2,Wild_pig,4.88903,9/10/2016,9,10,2016,6:40:29,18
2,Wild_pig,4.98444,9/10/2016,9,10,2016,7:02:21,41
2,Wild_pig,5.11927,9/10/2016,9,10,2016,7:33:15,13
2,Wild_pig,5.13621,9/10/2016,9,10,2016,7:37:08,28
2,Wild_pig,5.19868,9/10/2016,9,10,2016,7:51:27,41
2,Wild_pig,5.20166,9/10/2016,9,10,2016,7:52:08,23
2,Wild_pig,5.36812,9/10/2016,9,10,2016,8:30:17,41
2,Wild_pig,5.53597,9/10/2016,9,10,2016,9:08:45,21
2,Wild_pig,5.66308,9/10/2016,9,10,2016,9:37:53,13
2,Wild_pig,5.87463,9/10/2016,9,10,2016,10:26:22,13
2,Wild_pig,6.032,9/10/2016,9,10,2016,11:02:26,21
2,Wild_pig,0.0608,9/11/2015,9,11,2015,0:13,30
2,Wild_pig,0.18144,9/11/2015,9,11,2015,0:41,8
2,Wild_pig,0.54912,9/11/2015,9,11,2015,2:05,30
2,Wild_pig,0.81361,9/11/2015,9,11,2015,3:06,6
2,Wild_pig,4.99644,9/11/2015,9,11,2015,19:05,38
2,Wild_pig,5.04662,9/11/2015,9,11,2015,19:16,8
2,Wild_pig,5.70766,9/11/2015,9,11,2015,21:48,38
2,Wild_pig,6.26413,9/11/2015,9,11,2015,23:55,45
2,Wild_pig,0.33896,9/11/2016,9,11,2016,1:17:41,2
2,Wild_pig,0.41852,9/11/2016,9,11,2016,1:35:55,30
2,Wild_pig,0.70831,9/11/2016,9,11,2016,2:42:20,29
2,Wild_pig,1.31961,9/11/2016,9,11,2016,5:02:26,19
2,Wild_pig,1.49247,9/11/2016,9,11,2016,5:42:03,32
2,Wild_pig,4.80467,9/11/2016,9,11,2016,6:21:09,6
2,Wild_pig,5.11243,9/11/2016,9,11,2016,7:31:41,13
2,Wild_pig,5.31729,9/11/2016,9,11,2016,8:18:38,41
2,Wild_pig,5.3306,9/11/2016,9,11,2016,8:21:41,29
2,Wild_pig,5.3442,9/11/2016,9,11,2016,8:24:48,10
2,Wild_pig,5.39474,9/11/2016,9,11,2016,8:36:23,42
2,Wild_pig,5.53037,9/11/2016,9,11,2016,9:07:28,41
2,Wild_pig,5.57371,9/11/2016,9,11,2016,9:17:24,22
2,Wild_pig,5.94699,9/11/2016,9,11,2016,10:42:57,41
2,Wild_pig,6.18196,9/11/2016,9,11,2016,11:36:48,30
2,Wild_pig,0.1453,9/12/2015,9,12,2015,0:33,8
2,Wild_pig,0.66512,9/12/2015,9,12,2015,2:32,37
2,Wild_pig,0.69595,9/12/2015,9,12,2015,2:39,6
2,Wild_pig,0.97978,9/12/2015,9,12,2015,3:44,44
2,Wild_pig,1.59821,9/12/2015,9,12,2015,6:06,44
2,Wild_pig,1.93092,9/12/2015,9,12,2015,7:22,6
2,Wild_pig,3.61676,9/12/2015,9,12,2015,13:48,30
2,Wild_pig,4.05455,9/12/2015,9,12,2015,15:29,6
2,Wild_pig,4.41641,9/12/2015,9,12,2015,16:52,6
2,Wild_pig,4.85725,9/12/2015,9,12,2015,18:33,46
2,Wild_pig,5.57589,9/12/2015,9,12,2015,21:17,37
2,Wild_pig,6.10596,9/12/2015,9,12,2015,23:19,37
2,Wild_pig,6.23293,9/12/2015,9,12,2015,23:48,8
2,Wild_pig,0.0384,9/12/2016,9,12,2016,12:08:48,30
2,Wild_pig,0.38972,9/12/2016,9,12,2016,1:29:19,18
2,Wild_pig,0.55516,9/12/2016,9,12,2016,2:07:14,7
2,Wild_pig,0.84125,9/12/2016,9,12,2016,3:12:48,21
2,Wild_pig,5.01128,9/12/2016,9,12,2016,7:08:30,19
2,Wild_pig,5.08611,9/12/2016,9,12,2016,7:25:39,30
2,Wild_pig,5.21039,9/12/2016,9,12,2016,7:54:08,24
2,Wild_pig,5.70046,9/12/2016,9,12,2016,9:46:27,41
2,Wild_pig,5.77573,9/12/2016,9,12,2016,10:03:42,14
2,Wild_pig,5.85834,9/12/2016,9,12,2016,10:22:38,46
2,Wild_pig,5.96059,9/12/2016,9,12,2016,10:46:04,13
2,Wild_pig,6.23097,9/12/2016,9,12,2016,11:48:02,22
2,Wild_pig,0.08858,9/13/2015,9,13,2015,0:20,37
2,Wild_pig,0.38826,9/13/2015,9,13,2015,1:28,6
2,Wild_pig,0.46789,9/13/2015,9,13,2015,1:47,8
2,Wild_pig,0.546,9/13/2015,9,13,2015,2:05,6
2,Wild_pig,0.64308,9/13/2015,9,13,2015,2:27,44
2,Wild_pig,1.33627,9/13/2015,9,13,2015,5:06,44
2,Wild_pig,1.87608,9/13/2015,9,13,2015,7:09,38
2,Wild_pig,2.0448,9/13/2015,9,13,2015,7:48,30
2,Wild_pig,2.91783,9/13/2015,9,13,2015,11:08,4
2,Wild_pig,4.94292,9/13/2015,9,13,2015,18:52,8
2,Wild_pig,4.95317,9/13/2015,9,13,2015,18:55,38
2,Wild_pig,5.37496,9/13/2015,9,13,2015,20:31,37
2,Wild_pig,0.4175,9/13/2016,9,13,2016,1:35:41,18
2,Wild_pig,0.45975,9/13/2016,9,13,2016,1:45:22,39
2,Wild_pig,0.85747,9/13/2016,9,13,2016,3:16:31,29
2,Wild_pig,4.15941,9/13/2016,9,13,2016,3:53:16,31
2,Wild_pig,4.58985,9/13/2016,9,13,2016,5:31:55,6
2,Wild_pig,4.86663,9/13/2016,9,13,2016,6:35:21,18
2,Wild_pig,4.87245,9/13/2016,9,13,2016,6:36:41,34
2,Wild_pig,4.90678,9/13/2016,9,13,2016,6:44:33,39
2,Wild_pig,4.95797,9/13/2016,9,13,2016,6:56:17,13
2,Wild_pig,5.39278,9/13/2016,9,13,2016,8:35:56,28
2,Wild_pig,5.61618,9/13/2016,9,13,2016,9:27:08,30
2,Wild_pig,5.81515,9/13/2016,9,13,2016,10:12:44,13
2,Wild_pig,0.58876,9/14/2015,9,14,2015,2:14,8
2,Wild_pig,3.86518,9/14/2015,9,14,2015,14:45,30
2,Wild_pig,4.04815,9/14/2015,9,14,2015,15:27,8
2,Wild_pig,0.01629,9/14/2016,9,14,2016,12:03:44,23
2,Wild_pig,0.09868,9/14/2016,9,14,2016,12:22:37,11
2,Wild_pig,0.10959,9/14/2016,9,14,2016,12:25:07,28
2,Wild_pig,0.37626,9/14/2016,9,14,2016,1:26:14,31
2,Wild_pig,0.78816,9/14/2016,9,14,2016,3:00:38,29
2,Wild_pig,0.79093,9/14/2016,9,14,2016,3:01:16,13
2,Wild_pig,1.28267,9/14/2016,9,14,2016,4:53:58,7
2,Wild_pig,1.65675,9/14/2016,9,14,2016,6:19:42,23
2,Wild_pig,3.44281,9/14/2016,9,14,2016,1:09:02,29
2,Wild_pig,3.64083,9/14/2016,9,14,2016,1:54:25,19
2,Wild_pig,3.99709,9/14/2016,9,14,2016,3:16:04,29
2,Wild_pig,4.98379,9/14/2016,9,14,2016,7:02:12,30
2,Wild_pig,5.05818,9/14/2016,9,14,2016,7:19:15,27
2,Wild_pig,5.43706,9/14/2016,9,14,2016,8:46:05,17
2,Wild_pig,6.08473,9/14/2016,9,14,2016,11:14:31,28
2,Wild_pig,6.20326,9/14/2016,9,14,2016,11:41:41,16
2,Wild_pig,0.04858,9/15/2015,9,15,2015,0:11,8
2,Wild_pig,0.53698,9/15/2015,9,15,2015,2:03,37
2,Wild_pig,0.85819,9/15/2015,9,15,2015,3:16,37
2,Wild_pig,1.13606,9/15/2015,9,15,2015,4:20,37
2,Wild_pig,1.34841,9/15/2015,9,15,2015,5:09,44
2,Wild_pig,4.09229,9/15/2015,9,15,2015,15:37,8
2,Wild_pig,4.28362,9/15/2015,9,15,2015,16:21,8
2,Wild_pig,4.58542,9/15/2015,9,15,2015,17:30,8
2,Wild_pig,4.60672,9/15/2015,9,15,2015,17:35,36
2,Wild_pig,4.88518,9/15/2015,9,15,2015,18:39,30
2,Wild_pig,4.90983,9/15/2015,9,15,2015,18:45,37
2,Wild_pig,4.96226,9/15/2015,9,15,2015,18:57,24
2,Wild_pig,5.15498,9/15/2015,9,15,2015,19:41,45
2,Wild_pig,5.30275,9/15/2015,9,15,2015,20:15,8
2,Wild_pig,5.45081,9/15/2015,9,15,2015,20:49,37
2,Wild_pig,5.77529,9/15/2015,9,15,2015,22:03,37
2,Wild_pig,1.40201,9/15/2016,9,15,2016,5:21:19,41
2,Wild_pig,1.92401,9/15/2016,9,15,2016,7:20:57,39
2,Wild_pig,2.53102,9/15/2016,9,15,2016,9:40:04,19
2,Wild_pig,2.63421,9/15/2016,9,15,2016,10:03:43,26
2,Wild_pig,2.7342,9/15/2016,9,15,2016,10:26:38,31
2,Wild_pig,3.33503,9/15/2016,9,15,2016,12:44:20,19
2,Wild_pig,4.40543,9/15/2016,9,15,2016,4:49:39,33
2,Wild_pig,4.90081,9/15/2016,9,15,2016,6:43:11,19
2,Wild_pig,5.38318,9/15/2016,9,15,2016,8:33:44,7
2,Wild_pig,5.61276,9/15/2016,9,15,2016,9:26:21,18
2,Wild_pig,5.91688,9/15/2016,9,15,2016,10:36:03,42
2,Wild_pig,0.13628,9/16/2015,9,16,2015,0:31,46
2,Wild_pig,0.14086,9/16/2015,9,16,2015,0:32,8
2,Wild_pig,0.88117,9/16/2015,9,16,2015,3:21,5
2,Wild_pig,1.28253,9/16/2015,9,16,2015,4:53,31
2,Wild_pig,1.85361,9/16/2015,9,16,2015,7:04,8
2,Wild_pig,1.93579,9/16/2015,9,16,2015,7:23,16
2,Wild_pig,2.87128,9/16/2015,9,16,2015,10:58,6
2,Wild_pig,3.66766,9/16/2015,9,16,2015,14:00,8
2,Wild_pig,3.68017,9/16/2015,9,16,2015,14:03,16
2,Wild_pig,3.74846,9/16/2015,9,16,2015,14:19,6
2,Wild_pig,3.98466,9/16/2015,9,16,2015,15:13,8
2,Wild_pig,4.13716,9/16/2015,9,16,2015,15:48,8
2,Wild_pig,4.88634,9/16/2015,9,16,2015,18:39,8
2,Wild_pig,5.04204,9/16/2015,9,16,2015,19:15,8
2,Wild_pig,1.02458,9/16/2016,9,16,2016,3:54:49,19
2,Wild_pig,1.52309,9/16/2016,9,16,2016,5:49:04,3
2,Wild_pig,1.55822,9/16/2016,9,16,2016,5:57:07,18
2,Wild_pig,3.80685,9/16/2016,9,16,2016,2:32:28,18
2,Wild_pig,4.19744,9/16/2016,9,16,2016,4:01:59,20
2,Wild_pig,4.28129,9/16/2016,9,16,2016,4:21:12,30
2,Wild_pig,4.50789,9/16/2016,9,16,2016,5:13:08,29
2,Wild_pig,4.58673,9/16/2016,9,16,2016,5:31:12,30
2,Wild_pig,5.06815,9/16/2016,9,16,2016,7:21:32,41
2,Wild_pig,5.53829,9/16/2016,9,16,2016,9:09:17,41
2,Wild_pig,5.61443,9/16/2016,9,16,2016,9:26:44,30
2,Wild_pig,5.74897,9/16/2016,9,16,2016,9:57:34,42
2,Wild_pig,5.90649,9/16/2016,9,16,2016,10:33:40,18
2,Wild_pig,0.19068,9/17/2015,9,17,2015,0:43,37
2,Wild_pig,0.47757,9/17/2015,9,17,2015,1:49,36
2,Wild_pig,0.68606,9/17/2015,9,17,2015,2:37,37
2,Wild_pig,1.23177,9/17/2015,9,17,2015,4:42,8
2,Wild_pig,1.69188,9/17/2015,9,17,2015,6:27,6
2,Wild_pig,1.94415,9/17/2015,9,17,2015,7:25,7
2,Wild_pig,2.06371,9/17/2015,9,17,2015,7:52,16
2,Wild_pig,2.56818,9/17/2015,9,17,2015,9:48,8
2,Wild_pig,3.26435,9/17/2015,9,17,2015,12:28,8
2,Wild_pig,3.60825,9/17/2015,9,17,2015,13:46,41
2,Wild_pig,4.53662,9/17/2015,9,17,2015,17:19,8
2,Wild_pig,4.75624,9/17/2015,9,17,2015,18:10,46
2,Wild_pig,4.83493,9/17/2015,9,17,2015,18:28,8
2,Wild_pig,5.19192,9/17/2015,9,17,2015,19:49,6
2,Wild_pig,5.19875,9/17/2015,9,17,2015,19:51,8
2,Wild_pig,5.64505,9/17/2015,9,17,2015,21:33,16
2,Wild_pig,5.82569,9/17/2015,9,17,2015,22:15,46
2,Wild_pig,0.22907,9/17/2016,9,17,2016,12:52:30,6
2,Wild_pig,0.3066,9/17/2016,9,17,2016,1:10:16,18
2,Wild_pig,0.37096,9/17/2016,9,17,2016,1:25:01,27
2,Wild_pig,1.39532,9/17/2016,9,17,2016,5:19:47,16
2,Wild_pig,2.67021,9/17/2016,9,17,2016,10:11:58,29
2,Wild_pig,3.03811,9/17/2016,9,17,2016,11:36:17,30
2,Wild_pig,3.26406,9/17/2016,9,17,2016,12:28:04,29
2,Wild_pig,4.88183,9/17/2016,9,17,2016,6:38:50,13
2,Wild_pig,5.07709,9/17/2016,9,17,2016,7:23:35,41
2,Wild_pig,5.21512,9/17/2016,9,17,2016,7:55:13,41
2,Wild_pig,5.52746,9/17/2016,9,17,2016,9:06:48,18
2,Wild_pig,5.8214,9/17/2016,9,17,2016,10:14:10,17
2,Wild_pig,5.83645,9/17/2016,9,17,2016,10:17:37,11
2,Wild_pig,5.83798,9/17/2016,9,17,2016,10:17:58,18
2,Wild_pig,6.10843,9/17/2016,9,17,2016,11:19:57,18
2,Wild_pig,6.11229,9/17/2016,9,17,2016,11:20:50,28
2,Wild_pig,6.13127,9/17/2016,9,17,2016,11:25:11,45
2,Wild_pig,6.20043,9/17/2016,9,17,2016,11:41:02,15
2,Wild_pig,0.0941,9/18/2015,9,18,2015,0:21,37
2,Wild_pig,0.21744,9/18/2015,9,18,2015,0:49,45
2,Wild_pig,0.25184,9/18/2015,9,18,2015,0:57,18
2,Wild_pig,0.62439,9/18/2015,9,18,2015,2:23,8
2,Wild_pig,0.65704,9/18/2015,9,18,2015,2:30,6
2,Wild_pig,0.73238,9/18/2015,9,18,2015,2:47,37
2,Wild_pig,0.9507,9/18/2015,9,18,2015,3:37,45
2,Wild_pig,1.38906,9/18/2015,9,18,2015,5:18,6
2,Wild_pig,1.92139,9/18/2015,9,18,2015,7:20,29
2,Wild_pig,2.32754,9/18/2015,9,18,2015,8:53,43
2,Wild_pig,3.3943,9/18/2015,9,18,2015,12:57,8
2,Wild_pig,3.87041,9/18/2015,9,18,2015,14:47,8
2,Wild_pig,4.2522,9/18/2015,9,18,2015,16:14,16
2,Wild_pig,4.72832,9/18/2015,9,18,2015,18:03,18
2,Wild_pig,0.37256,9/18/2016,9,18,2016,1:25:23,6
2,Wild_pig,0.94895,9/18/2016,9,18,2016,3:37:29,20
2,Wild_pig,1.18319,9/18/2016,9,18,2016,4:31:10,6
2,Wild_pig,4.75311,9/18/2016,9,18,2016,6:09:20,14
2,Wild_pig,4.87165,9/18/2016,9,18,2016,6:36:30,6
2,Wild_pig,4.89216,9/18/2016,9,18,2016,6:41:12,19
2,Wild_pig,4.8947,9/18/2016,9,18,2016,6:41:47,41
2,Wild_pig,5.39605,9/18/2016,9,18,2016,8:36:41,41
2,Wild_pig,5.56956,9/18/2016,9,18,2016,9:16:27,18
2,Wild_pig,5.57742,9/18/2016,9,18,2016,9:18:15,30
2,Wild_pig,5.83253,9/18/2016,9,18,2016,10:16:43,18
2,Wild_pig,6.19366,9/18/2016,9,18,2016,11:39:29,6
2,Wild_pig,0.8419,9/19/2015,9,19,2015,3:12,29
2,Wild_pig,1.04182,9/19/2015,9,19,2015,3:58,44
2,Wild_pig,1.67697,9/19/2015,9,19,2015,6:24,45
2,Wild_pig,3.82074,9/19/2015,9,19,2015,14:35,8
2,Wild_pig,4.33591,9/19/2015,9,19,2015,16:33,18
2,Wild_pig,4.42077,9/19/2015,9,19,2015,16:53,8
2,Wild_pig,4.50375,9/19/2015,9,19,2015,17:12,24
2,Wild_pig,4.56433,9/19/2015,9,19,2015,17:26,8
2,Wild_pig,4.6164,9/19/2015,9,19,2015,17:38,18
2,Wild_pig,4.62338,9/19/2015,9,19,2015,17:39,15
2,Wild_pig,5.4287,9/19/2015,9,19,2015,20:44,28
2,Wild_pig,5.62716,9/19/2015,9,19,2015,21:29,17
2,Wild_pig,5.62825,9/19/2015,9,19,2015,21:29,18
2,Wild_pig,5.63778,9/19/2015,9,19,2015,21:32,37
2,Wild_pig,5.80678,9/19/2015,9,19,2015,22:10,38
2,Wild_pig,5.82453,9/19/2015,9,19,2015,22:14,45
2,Wild_pig,0.02203,9/19/2016,9,19,2016,12:05:03,46
2,Wild_pig,0.11316,9/19/2016,9,19,2016,12:25:56,22
2,Wild_pig,0.20406,9/19/2016,9,19,2016,12:46:46,47
2,Wild_pig,0.27125,9/19/2016,9,19,2016,1:02:10,29
2,Wild_pig,1.12959,9/19/2016,9,19,2016,4:18:53,19
2,Wild_pig,1.32812,9/19/2016,9,19,2016,5:04:23,29
2,Wild_pig,5.43757,9/19/2016,9,19,2016,8:46:12,26
2,Wild_pig,5.67516,9/19/2016,9,19,2016,9:40:39,45
2,Wild_pig,5.72315,9/19/2016,9,19,2016,9:51:39,18
2,Wild_pig,6.26333,9/19/2016,9,19,2016,11:55:27,18
2,Wild_pig,1.31147,9/20/2015,9,20,2015,5:00,8
2,Wild_pig,3.28638,9/20/2015,9,20,2015,12:33,8
2,Wild_pig,3.70439,9/20/2015,9,20,2015,14:08,8
2,Wild_pig,4.24486,9/20/2015,9,20,2015,16:12,3
2,Wild_pig,4.43037,9/20/2015,9,20,2015,16:55,38
2,Wild_pig,4.47524,9/20/2015,9,20,2015,17:05,24
2,Wild_pig,4.97862,9/20/2015,9,20,2015,19:01,29
2,Wild_pig,5.15905,9/20/2015,9,20,2015,19:42,18
2,Wild_pig,5.37111,9/20/2015,9,20,2015,20:30,18
2,Wild_pig,6.23788,9/20/2015,9,20,2015,23:49,29
2,Wild_pig,0.2866,9/20/2016,9,20,2016,1:05:41,6
2,Wild_pig,0.61886,9/20/2016,9,20,2016,2:21:50,16
2,Wild_pig,1.3951,9/20/2016,9,20,2016,5:19:44,6
2,Wild_pig,5.29678,9/20/2016,9,20,2016,8:13:56,7
2,Wild_pig,5.76519,9/20/2016,9,20,2016,10:01:17,7
2,Wild_pig,5.90561,9/20/2016,9,20,2016,10:33:28,19
